key,en-US,ja-JP,ko-KR,zh-CN,es-ES,de-DE,fr-FR
label_uitk_text_settings,UITK TEXT SETTINGS,UITK テキスト設定,UITK 텍스트 설정,UITK 文本设置,AJUSTES DE TEXTO DE UITK,UITK-TEXTEINSTELLUNGEN,PARAMÈTRES DE TEXTE UITK
tooltip_uitk_text_settings,Additional text options for UI Toolkit labels and text fields.,UI Toolkit のラベルとテキストフィールド向けの追加テキストオプションです。,UI Toolkit 레이블과 텍스트 필드를 위한 추가 텍스트 옵션입니다。,用于 UI Toolkit 标签和文本字段的其他文本选项。,Opciones de texto adicionales para las etiquetas y campos de texto de UI Toolkit.,Zusätzliche Textoptionen für UI-Toolkit-Beschriftungen und Textfelder.,Options de texte supplémentaires pour les étiquettes et champs de texte UI Toolkit.
label_white_space,White Space,空白,공백,空白,Espacio en blanco,Leerraum,Espaces
tooltip_white_space,Controls how white space characters are processed.,空白文字の処理方法を制御します。,공백 문자를 처리하는 방식을 제어합니다。,控制如何处理空白字符。,Controla cómo se procesan los caracteres de espacio en blanco.,Steuert, wie Leerraumzeichen verarbeitet werden.
label_text_overflow,Text Overflow,テキストのオーバーフロー,텍스트 오버플로,文本溢出,Desbordamiento de texto,Textüberlauf,Débordement de texte
tooltip_text_overflow,Determines how overflowing text content is handled.,テキストがはみ出した場合の処理方法を決定します。,넘치는 텍스트 내용을 처리하는 방법을 결정합니다。,确定如何处理溢出的文本内容。,Determina cómo se maneja el contenido de texto que se desborda.,Bestimmt, wie überlaufender Textinhalt behandelt wird.
label_focusable,Focusable,フォーカス可能,포커스 가능,可聚焦,Enfocable,Fokussierbar,Focalisable
tooltip_focusable,Whether the text element can receive keyboard focus.,テキスト要素がキーボードフォーカスを受け取れるかどうかを指定します。,텍스트 요소가 키보드 포커스를 받을 수 있는지 여부입니다。,指定文本元素是否可以获得键盘焦点。,Indica si el elemento de texto puede recibir el foco del teclado.,Legt fest, ob das Textelement die Tastaturfokussierung erhalten kann.
label_emoji_fallback_support,Emoji Fallback Support,絵文字フォールバックサポート,이모지 폴백 지원,表情符号回退支持,Compatibilidad con fallback de emojis,Emoji-Fallback-Unterstützung,Prise en charge du remplacement des emoji
tooltip_emoji_fallback_support,Enables emoji fallback font support.,絵文字のフォールバックフォントのサポートを有効にします。,이모지 폴백 폰트 지원을 활성화합니다。,启用表情符号回退字体支持。,Habilita la compatibilidad de fuentes de reserva para emojis.,Aktiviert die Unterstützung für Emoji-Fallback-Schriften.,Active la prise en charge des polices de secours pour les emoji.
label_selectable,Selectable,選択可能,선택 가능,可选中,Seleccionable,Auswählbar,Sélectionnable
tooltip_selectable,Allows the user to select text with the mouse.,ユーザーがマウスでテキストを選択できるようにします。,사용자가 마우스로 텍스트를 선택할 수 있게 합니다。,允许用户用鼠标选择文本。,Permite al usuario seleccionar texto con el ratón.,Ermöglicht dem Benutzer, Text mit der Maus auszuwählen.
label_double_click_selects_word,Double-click Selects Word,ダブルクリックで単語を選択,더블클릭으로 단어 선택,双击选择单词,Doble clic selecciona palabra,Doppelklick wählt Wort,Double-clic sélectionne le mot
tooltip_double_click_selects_word,Select the entire word when double-clicking.,ダブルクリックしたときに単語全体を選択します。,더블클릭 시 단어 전체를 선택합니다。,双击时选择整个单词。,Selecciona la palabra completa al hacer doble clic.,Wählt beim Doppelklick das gesamte Wort aus.,Sélectionne le mot entier lors d’un double-clic.
label_triple_click_selects_line,Triple-click Selects Line,トリプルクリックで行を選択,트리플클릭으로 줄 선택,三击选择行,Triple clic selecciona línea,Dreifachklick wählt Zeile,Triple-clic sélectionne la ligne
tooltip_triple_click_selects_line,Select the entire line when triple-clicking.,トリプルクリックしたときに行全体を選択します。,세 번 클릭하면 줄 전체를 선택합니다。,三击时选择整行。,Selecciona la línea completa al hacer triple clic.,Wählt beim Dreifachklick die gesamte Zeile aus.,Sélectionne la ligne entière lors d’un triple-clic.
label_display_tooltip_when_elided,Display Tooltip When Elided,省略時にツールチップを表示,생략 시 툴팁 표시,截断时显示工具提示,Mostrar información emergente al truncar,Tooltip bei Auslassung anzeigen,Afficher l’infobulle en cas de troncature
tooltip_display_tooltip_when_elided,Show the element tooltip when text is truncated.,テキストが省略されたときに要素のツールチップを表示します。,텍스트가 생략될 때 요소 툴팁을 표시합니다。,当文本被截断时显示元素工具提示。,Muestra la información emergente del elemento cuando el texto se trunca.,Zeigt die Element-Tooltip an, wenn Text abgeschnitten wird.
label_language_direction,Language Direction,言語方向,언어 방향,语言方向,Dirección del idioma,Sprachrichtung,Direction de la langue
tooltip_language_direction,Sets the reading direction applied to generated UI Toolkit text.,生成される UI Toolkit テキストに適用する読み方向を設定します。,생성된 UI Toolkit 텍스트에 적용할 읽기 방향을 설정합니다.,设置生成的 UI Toolkit 文本所采用的阅读方向。,Configura la dirección de lectura que se aplicará al texto generado en UI Toolkit.,"Legt fest, in welche Leserichtung der erzeugte UI-Toolkit-Text dargestellt wird.",Définit la direction de lecture appliquée au texte généré par UI Toolkit.
label_cannot_select_setting,You cannot select '{0}' because you are using '{1}'.,「{0}」は「{1}」を使用しているため選択できません。,'{0}'은(는) '{1}'을(를) 사용 중이므로 선택할 수 없습니다.,无法选择“{0}”，因为正在使用“{1}”。,No puedes seleccionar '{0}' porque estás usando '{1}'.,"Sie können '{0}' nicht auswählen, da Sie '{1}' verwenden.",Vous ne pouvez pas sélectionner '{0}' car vous utilisez '{1}'.
log_layout_value_getter_failed,Failed to create value getter for '{0}' search functionality.,'{0}' 検索機能の値ゲッターの作成に失敗しました。,'{0}' 검색 기능에 대한 값 getter를 생성하지 못했습니다.,无法为“{0}”搜索功能创建值获取器。,No se pudo crear el captador de valor para la funcionalidad de búsqueda '{0}'.,Der Wert-Getter für die Suchfunktion „{0}“ konnte nicht erstellt werden.,Échec de la création d'un getter de valeur pour la fonctionnalité de recherche « {0} ».
log_layout_window_closed,'{0}' was closed because the scripts were recompiled or data is invalid.,スクリプトが再コンパイルされたか、データが無効であるため、「{0}」は閉じられました。,스크립트가 다시 컴파일되었거나 데이터가 유효하지 않아 '{0}'이(가) 닫혔습니다.,“{0}”已关闭，因为脚本已重新编译或数据无效。,'{0}' se cerró porque los scripts se volvieron a compilar o los datos no son válidos.,"„{0}“ wurde geschlossen, weil die Skripte neu kompiliert wurden oder die Daten ungültig sind.",'{0}' a été fermé car les scripts ont été recompilés ou les données ne sont pas valides.
log_sprite_usage_asset_not_found,Asset not found: {0},アセットが見つかりません: {0},자산을 찾을 수 없음: {0},未找到资源：{0},Activo no encontrado: {0},Asset nicht gefunden: {0},Actif introuvable : {0}
log_sdf_results_scroll_null,Results scroll view is null. Cannot build groups UI.,結果のスクロール ビューが null です。グループ UI を構築できません。,결과 스크롤 뷰가 null입니다. 그룹 UI를 구축할 수 없습니다.,结果滚动视图为空。无法构建组 UI。,La vista de desplazamiento de resultados es nula. No se puede crear la interfaz de usuario de grupos.,Die Bildlaufansicht der Ergebnisse ist null. Benutzeroberfläche für Gruppen kann nicht erstellt werden.,La vue déroulante des résultats est nulle. Impossible de créer l'interface utilisateur des groupes.
log_sdf_group_card_missing_for_element,Group card not found for element {0}.,要素 {0} のグループ カードが見つかりません。,{0} 요소에 대한 그룹 카드를 찾을 수 없습니다.,未找到元素 {0} 的组卡。,No se encontró la tarjeta de grupo para el elemento {0}.,Gruppenkarte für Element {0} nicht gefunden.,Carte de groupe introuvable pour l'élément {0}.
log_sdf_group_card_userdata_invalid,Group card userData is not an int: {0}.,グループ カードの userData は int ではありません: {0}。,그룹 카드 userData가 정수가 아닙니다: {0}.,组卡 userData 不是 int：{0}。,Los datos de usuario de la tarjeta de grupo no son un int: {0}.,Benutzerdaten der Gruppenkarte sind kein int: {0}.,Les données utilisateur de la carte de groupe ne sont pas un entier : {0}.
log_sdf_group_card_missing_for_index,Group card for index {0} not found.,インデックス {0} のグループ カードが見つかりません。,인덱스 {0}에 대한 그룹 카드를 찾을 수 없습니다.,未找到索引 {0} 的组卡。,No se encontró la tarjeta de grupo para el índice {0}.,Gruppenkarte für Index {0} nicht gefunden.,Carte de groupe pour l'index {0} introuvable.
log_sdf_group_row_missing_for_index,Group row for index {0} not found.,インデックス {0} のグループ行が見つかりません。,인덱스 {0}에 대한 그룹 행을 찾을 수 없습니다.,未找到索引 {0} 的组行。,No se encontró la fila de grupo para el índice {0}.,Gruppenzeile für Index {0} nicht gefunden.,Ligne de groupe pour l'index {0} introuvable.
log_sdf_sprite_data_missing,Could not find sprite data for path: {0} in group {1}.,パス {0} のスプライトデータがグループ {1} に見つかりませんでした。,경로 {0}에 대한 스프라이트 데이터를 그룹 {1}에서 찾을 수 없습니다.,无法找到路径 {0} 在组 {1} 中的精灵数据。,No se pudieron encontrar datos de sprites para la ruta: {0} en el grupo {1}.,Sprite-Daten für Pfad: {0} in Gruppe {1} konnten nicht gefunden werden.,Impossible de trouver les données de sprite pour le chemin : {0} dans le groupe {1}.
log_sdf_group_header_missing,Group header for index {0} not found.,インデックス {0} のグループ ヘッダーが見つかりません。,인덱스 {0}에 대한 그룹 헤더를 찾을 수 없습니다.,未找到索引 {0} 的组标头。,No se encontró el encabezado de grupo para el índice {0}.,Gruppenheader für Index {0} nicht gefunden.,En-tête de groupe pour l'index {0} introuvable.
log_sdf_drag_data_invalid,Drag data not found or invalid type: {0}. Expected {1}. Key: {2}.,ドラッグ データが見つからないか、無効なタイプです: {0}。 {1} が予期されました。キー: {2}。,드래그 데이터를 찾을 수 없거나 유형이 잘못되었습니다: {0}. {1}이(가) 필요합니다. 키: {2}.,拖动数据未找到或无效类型：{0}。应为 {1}。键：{2}。,Datos de arrastre no encontrados o tipo no válido: {0}. Se esperaba {1}. Clave: {2}.,Drag-Daten nicht gefunden oder ungültiger Typ: {0}. Erwartet {1}. Schlüssel: {2}.,Faites glisser les données introuvables ou type non valide : {0}. {1} attendu. Clé : {2}.
log_sdf_asset_not_found,Asset not found: {0},アセットが見つかりません: {0},자산을 찾을 수 없음: {0},未找到资产：{0},Activo no encontrado: {0},Asset nicht gefunden: {0},Actif introuvable : {0}
log_sdf_groups_found,Groups found: {0},グループが見つかりました: {0},발견된 그룹: {0},找到的组：{0},Grupos encontrados: {0},Gruppen gefunden: {0},Groupes trouvés : {0}
log_request_sender_error_field_empty,RequestSender error field '{0}' is empty. Result: {1}.,RequestSender エラー フィールド '{0}' が空です。結果: {1}。,RequestSender 오류 필드 '{0}'이(가) 비어 있습니다. 결과: {1}.,RequestSender 错误字段“{0}”为空。结果：{1}。,El campo de error de RequestSender '{0}' está vacío. Resultado: {1}.,Das RequestSender-Fehlerfeld „{0}“ ist leer. Ergebnis: {1}.,Le champ d’erreur RequestSender « {0} » est vide. Résultat : {1}.
log_request_sender_try_parse_state,TryParseResponse state: {0},TryParseResponse 状態: {0},TryParseResponse 상태: {0},TryParseResponse 状态：{0},Estado TryParseResponse: {0},TryParseResponse-Status: {0},État TryParseResponse : {0}
log_google_fonts_subset_failed,Can't get '{0}' fonts from Google repository.,Google リポジトリから「{0}」フォントを取得できません。,Google 저장소에서 '{0}' 글꼴을 가져올 수 없습니다.,无法从 Google 存储库获取“{0}”字体。,No se pueden obtener las fuentes '{0}' del repositorio de Google.,„{0}“-Schriftarten können nicht aus dem Google-Repository abgerufen werden.,Impossible d'obtenir les polices « {0} » à partir du référentiel Google.
log_import_show_difference_checker,Opening difference checker window.,差分チェッカーウィンドウを開きます。,차이점 검사기 창을 엽니다.,打开差异检查器窗口。,Abrir ventana del verificador de diferencias.,Öffnen des Differenzprüffensters.,Ouverture de la fenêtre du vérificateur de différence.
log_import_no_frames_to_sync,No frames to sync.,同期するフレームがありません。,동기화할 프레임이 없습니다.,没有要同步的帧。,No hay cuadros para sincronizar.,Keine Frames zum Synchronisieren.,Aucune image à synchroniser.
log_convert_tree_to_list,Converting nodes tree to list.,ノードツリーをリストに変換します。,노드 트리를 목록으로 변환하는 중입니다.,将节点树转换为列表。,Convirtiendo el árbol de nodos en una lista.,Konvertieren des Knotenbaums in eine Liste.,Conversion de l'arborescence des nœuds en liste.
log_layout_pre_import_stats,"Pre-import data: to import {0}, to remove {1}.",データの事前インポート: {0} をインポートし、{1} を削除します。,데이터 가져오기 전: {0}을 가져오고 {1}을 제거합니다.,预导入数据：导入{0}，删除{1}。,"Datos previos a la importación: para importar {0}, para eliminar {1}.","Daten vor dem Import: zum Importieren von {0}, zum Entfernen von {1}.","Données de pré-importation : pour importer {0}, pour supprimer {1}."
log_layout_root_frame_missing,RootFrame is null for '{0}'. Skipping.,「{0}」の RootFrame は null です。スキップ。,RootFrame은 '{0}'에 대해 null입니다. 건너뛰는 중입니다.,对于“{0}”，RootFrame 为空。跳绳。,RootFrame es nulo para '{0}'. Salto a la comba.,RootFrame ist null für „{0}“. Überspringen.,RootFrame est nul pour '{0}'. Saut.
log_set_root_frames,Setting root frames.,ルートフレームの設定。,루트 프레임 설정.,设置根框架。,Configuración de marcos raíz.,Root-Frames festlegen.,Définition des images racine.
log_set_image_types,Setting image types.,画像タイプの設定。,이미지 유형을 설정합니다.,设置图像类型。,Configuración de tipos de imágenes.,Bildtypen festlegen.,Définition des types d'images.
log_set_hashes,Calculating hashes.,ハッシュを計算しています。,해시를 계산하는 중입니다.,计算哈希值。,Calculando hashes.,Hashes berechnen.,Calcul des hachages.
log_sprite_downloader_no_sprites,No sprites need to be downloaded.,スプライトをダウンロードする必要はありません。,스프라이트를 다운로드할 필요가 없습니다.,无需下载精灵。,No es necesario descargar sprites.,Es müssen keine Sprites heruntergeladen werden.,Aucun sprite ne doit être téléchargé.
log_sprite_duplicate_remover_no_sprites,No sprites found in path: {0}. Skipping duplicate removal.,パス {0} にスプライトが見つかりません。重複の削除をスキップします。,경로: {0}에 스프라이트가 없습니다. 중복 제거를 건너뛰는 중입니다.,在路径 {0} 中找不到精灵。跳过重复删除。,No se encontraron sprites en la ruta: {0}. Saltarse la eliminación de duplicados.,Keine Sprites im Pfad gefunden: {0}. Überspringen der Duplikatentfernung.,Aucun sprite trouvé dans le chemin : {0}. Ignorer la suppression des doublons.
log_sprite_duplicate_remover_no_duplicates,No duplicates detected. Skipping.,重複は検出されませんでした。スキップ。,중복된 항목이 감지되지 않았습니다. 건너뛰는 중입니다.,未检测到重复项。跳绳。,No se detectaron duplicados. Salto a la comba.,Keine Duplikate erkannt. Überspringen.,Aucun doublon détecté. Saut.
log_sprite_batch_writer_timeout,SpriteBatchWriter timeout.,SpriteBatchWriter のタイムアウト。,SpriteBatchWriter 시간 초과입니다.,SpriteBatchWriter 超时。,Tiempo de espera de SpriteBatchWriter.,SpriteBatchWriter-Zeitüberschreitung.,Délai d'expiration de SpriteBatchWriter.
log_sprite_processor_null_texture,[{0}] Cannot save null texture.,[{0}] Null テクスチャを保存できません。,[{0}] Null 텍스처를 저장할 수 없습니다.,[{0}] 无法保存空纹理。,[{0}] No se puede guardar la textura nula.,[{0}] Nulltextur kann nicht gespeichert werden.,[{0}] Impossible d'enregistrer la texture nulle.
log_sprite_processor_path_empty,[{0}] SpritePath is empty.,[{0}] SpritePath が空です。,[{0}] SpritePath가 비어 있습니다.,[{0}] SpritePath 为空。,[{0}] SpritePath está vacío.,[{0}] SpritePath ist leer.,[{0}] SpritePath est vide.
log_sprite_processor_file_not_found,[{0}] Sprite file not found: {1},[{0}] スプライト ファイルが見つかりません: {1},[{0}] 스프라이트 파일을 찾을 수 없습니다: {1},[{0}] 未找到精灵文件：{1},[{0}] Archivo Sprite no encontrado: {1},[{0}] Sprite-Datei nicht gefunden: {1},[{0}] Fichier sprite introuvable : {1}
log_sprite_processor_file_unreadable,[{0}] Sprite file is empty or unreadable: {1},[{0}] スプライト ファイルが空であるか、読み取ることができません: {1},[{0}] 스프라이트 파일이 비어 있거나 읽을 수 없습니다: {1},[{0}] Sprite 文件为空或不可读：{1},[{0}] El archivo Sprite está vacío o es ilegible: {1},[{0}] Sprite-Datei ist leer oder nicht lesbar: {1},[{0}] Le fichier sprite est vide ou illisible : {1}
log_sprite_processor_load_failed,[{0}] Texture2D.LoadImage failed for: {1},[{0}] Texture2D.LoadImage が失敗しました: {1},[{0}] Texture2D.LoadImage 실패: {1},[{0}]Texture2D.LoadImage 失败：{1},[{0}] Texture2D.LoadImage falló para: {1},[{0}] Texture2D.LoadImage fehlgeschlagen für: {1},[{0}] Texture2D.LoadImage a échoué pour : {1}
log_sprite_processor_size_updated,[{0}] Sprite size updated: {1}x{2},[{0}] スプライト サイズが更新されました: {1}x{2},[{0}] 스프라이트 크기 업데이트됨: {1}x{2},[{0}] 精灵大小已更新：{1}x{2},[{0}] Tamaño de Sprite actualizado: {1}x{2},[{0}] Sprite-Größe aktualisiert: {1}x{2},[{0}] Taille du sprite mise à jour : {1}x{2}
log_figma_link_fetch_failed,Failed to fetch sprite links. Status: {0}. Details: {1}.,スプライトリンクの取得に失敗しました。ステータス: {0}。詳細: {1}。,스프라이트 링크를 가져오지 못했습니다. 상태: {0}. 세부정보: {1}.,无法获取精灵链接。状态：{0}。详细信息：{1}。,No se pudieron recuperar los enlaces de sprites. Estado: {0}. Detalles: {1}.,Sprite-Links konnten nicht abgerufen werden. Status: {0}. Details: {1}.,Échec de la récupération des liens de sprite. Statut : {0}. Détails : {1}.
log_figma_link_missing_ids,Figma API returned success but no image links for IDs: {0},Figma API は成功を返しましたが、ID の画像リンクがありませんでした: {0},Figma API가 성공을 반환했지만 ID에 대한 이미지 링크가 없습니다: {0},Figma API 返回成功，但没有 ID 的图像链接：{0},La API de Figma arrojó éxito pero no hubo enlaces de imágenes para las ID: {0},"Die Figma-API hat Erfolg zurückgegeben, aber keine Bildlinks für die IDs: {0}",L'API Figma a renvoyé un succès mais aucun lien d'image pour les identifiants : {0}
log_localization_provider_null,Localization provider is not assigned.,ローカリゼーション プロバイダーが割り当てられていません。,현지화 제공업체가 할당되지 않았습니다.,未分配本地化提供商。,El proveedor de localización no está asignado.,Lokalisierungsanbieter ist nicht zugewiesen.,Le fournisseur de localisation n’est pas attribué.
log_localization_file_not_loaded,Localization file '{0}' could not be loaded.,ローカリゼーション ファイル '{0}' をロードできませんでした。,현지화 파일 '{0}'을(를) 로드할 수 없습니다.,无法加载本地化文件“{0}”。,No se pudo cargar el archivo de localización '{0}'.,Die Lokalisierungsdatei „{0}“ konnte nicht geladen werden.,Le fichier de localisation '{0}' n'a pas pu être chargé.
log_localization_file_saved,Localization file saved at: {0},ローカリゼーション ファイルの保存場所: {0},현지화 파일 저장 위치: {0},本地化文件保存在：{0},Archivo de localización guardado en: {0},Lokalisierungsdatei gespeichert unter: {0},Fichier de localisation enregistré sous : {0}
log_dtt_field_not_found,Field '{0}' not found in type '{1}'.,フィールド '{0}' がタイプ '{1}' に見つかりません。,필드 '{0}'을(를) 형식 '{1}'에서 찾을 수 없습니다.,字段“{0}”在类型“{1}”中不存在。,El campo '{0}' no se encuentra en el tipo '{1}'.,Das Feld „{0}“ wurde im Typ „{1}“ nicht gefunden.,Champ '{0}' introuvable dans le type '{1}'.
log_dtt_field_not_array,Field '{0}' is not an array or is null.,フィールド '{0}' が配列でないか、null です。,'{0}' 필드가 배열이 아니거나 null입니다.,字段“{0}”不是数组或者为空。,El campo '{0}' no es una matriz o es nulo.,Das Feld „{0}“ ist kein Array oder null.,Le champ '{0}' n'est pas un tableau ou est nul.
log_dtt_index_out_of_bounds,Index '{0}' is out of bounds for array '{1}'.,インデックス '{0}' は配列 '{1}' の範囲外です。,인덱스 '{0}'은(는) 배열 '{1}'의 범위를 벗어났습니다.,索引“{0}”超出数组“{1}”的范围。,El índice '{0}' está fuera de los límites de la matriz '{1}'.,Der Index „{0}“ liegt außerhalb der Grenzen für das Array „{1}“.,L'index '{0}' est hors limites pour le tableau '{1}'.
log_button_default_tag_not_found,Object with tag 'BtnDefault' was not found for {0}.,{0} にはタグ「BtnDefault」を持つオブジェクトが見つかりませんでした。,{0}에 대해 'BtnDefault' 태그가 있는 개체를 찾을 수 없습니다.,未找到 {0} 的带有标记“BtnDefault”的对象。,No se encontró el objeto con la etiqueta 'BtnDefault' para {0}.,Objekt mit Tag „BtnDefault“ wurde für {0} nicht gefunden.,L'objet avec la balise « BtnDefault » est introuvable pour {0}.
log_prefab_missing_prefab,Prefab instance for '{0}' was not created.,「{0}」のプレハブ インスタンスは作成されませんでした。,'{0}'에 대한 프리팹 인스턴스가 생성되지 않았습니다.,未创建“{0}”的预制件实例。,No se creó la instancia prefabricada para '{0}'.,Die vorgefertigte Instanz für „{0}“ wurde nicht erstellt.,L'instance préfabriquée pour « {0} » n'a pas été créée.
log_prefab_task_stopped,The prefab creation task was stopped.,プレハブ作成タスクが停止されました。,프리팹 생성 작업이 중지되었습니다.,预制件创建任务已停止。,La tarea de creación de casas prefabricadas fue detenida.,Die Aufgabe zur Fertigteilerstellung wurde gestoppt.,La tâche de création du préfabriqué a été arrêtée.
log_transform_null,Transform is null.,変換は null です。,변환이 null입니다.,变换为空。,La transformación es nula.,Transformation ist null.,La transformation est nulle.
log_tag_extensions_fobject_data_null,fobject.Data is null.,fobject.Data が null です。,fobject.Data가 null입니다.,fobject.Data 为空。,fobject.Data es nulo.,fobject.Data ist null.,fobject.Data est nul.
log_tag_extensions_synchelper_data_null,syncHelper.Data is null.,syncHelper.Data が null です。,syncHelper.Data가 null입니다.,syncHelper.Data 为空。,syncHelper.Data es nulo.,syncHelper.Data ist null.,syncHelper.Data est nul.
log_tag_extensions_config_missing,No tag config for '{0}' tag.,「{0}」タグのタグ構成がありません。,'{0}' 태그에 대한 태그 구성이 없습니다.,“{0}”标签没有标签配置。,No hay configuración de etiqueta para la etiqueta '{0}'.,Keine Tag-Konfiguration für das Tag „{0}“.,Aucune configuration de balise pour la balise '{0}'.
log_main_settings_positioning_not_supported,{0} is not supported in {1} framework.,{0} は {1} フレームワークではサポートされていません。,{0}은 {1} 프레임워크에서 지원되지 않습니다.,{0} 在 {1} 框架中不受支持。,{0} no es compatible con el marco {1}.,{0} wird im {1}-Framework nicht unterstützt.,{0} n'est pas pris en charge dans le framework {1}.
log_script_generator_no_sync_helpers,No SyncHelpers found.,SyncHelpers が見つかりません。,SyncHelpers를 찾을 수 없습니다.,未找到 SyncHelpers。,No se encontraron SyncHelpers.,Keine SyncHelper gefunden.,Aucun SyncHelpers trouvé.
log_script_generator_root_frame_null,RootFrame is null.,RootFrame が null です。,RootFrame이 null입니다.,根框架为空。,RootFrame es nulo.,RootFrame ist null.,RootFrame est nul.
log_script_generator_root_frame_gameobject_null,GameObject for RootFrame '{0}' is null.,RootFrame '{0}' のゲームオブジェクトが null です。,RootFrame '{0}'의 GameObject가 null입니다.,RootFrame“{0}”的游戏对象为空。,GameObject para RootFrame '{0}' es nulo.,GameObject für RootFrame „{0}“ ist null.,GameObject pour RootFrame '{0}' est nul.
log_script_generator_method_not_found,Method '{0}' not found in {1} for button {2}.,メソッド '{0}' が {1}（ボタン {2}）に見つかりません。,'{0}' 메서드를 {1}에서 버튼 {2}용으로 찾을 수 없습니다.,方法“{0}”在 {1} 中不存在，无法用于按钮 {2}。,El método '{0}' no se encuentra en {1} para el botón {2}.,Die Methode „{0}“ wurde in {1} für die Schaltfläche {2} nicht gefunden.,Méthode '{0}' introuvable dans {1} pour le bouton {2}.
log_script_generator_methods_serialized,Methods serialization completed successfully.,メソッドのシリアル化が正常に完了しました。,메소드 직렬화가 성공적으로 완료되었습니다.,方法序列化成功完成。,La serialización de métodos se completó correctamente.,Die Serialisierung der Methoden wurde erfolgreich abgeschlossen.,La sérialisation des méthodes s'est terminée avec succès.
log_script_generator_persistent_method_assigned,Assigned persistent method '{0}' to UitkButton '{1}'.,永続メソッド '{0}' を UitkButton '{1}' に割り当てました。,영구 메서드 '{0}'을 UitkButton '{1}'에 할당했습니다.,将持久方法“{0}”分配给 UitkButton“{1}”。,Se asignó el método persistente '{0}' a UitkButton '{1}'.,Persistente Methode '{0}' dem UitkButton '{1}' zugewiesen.,La méthode persistante '{0}' a été attribuée au UitkButton '{1}'.
log_script_generator_component_added,Added {0} component to {1}.,{0} コンポーネントを {1} に追加しました。,{0} 컴포넌트를 {1}에 추가했습니다.,将 {0} 组件添加到 {1}。,Se agregó el componente {0} a {1}.,{0}-Komponente zu {1} hinzugefügt.,Ajout du composant {0} à {1}.
log_script_generator_names_serialized,Serialization by names completed successfully.,名前によるシリアル化が正常に完了しました。,이름별 직렬화가 성공적으로 완료되었습니다.,按名称序列化已成功完成。,La serialización por nombres se completó con éxito.,Serialisierung nach Namen erfolgreich abgeschlossen.,La sérialisation par noms s'est terminée avec succès.
log_script_generator_sync_helper_gameobject_null,GameObject for SyncHelper '{0}' is null.,SyncHelper '{0}' のゲームオブジェクトが null です。,SyncHelper '{0}'의 GameObject가 null입니다.,SyncHelper“{0}”的游戏对象为空。,GameObject para SyncHelper '{0}' es nulo.,GameObject für SyncHelper „{0}“ ist null.,GameObject pour SyncHelper '{0}' est nul.
log_script_generator_component_null,Component for field '{0}' is null.,フィールド「{0}」のコンポーネントが null です。,'{0}' 필드의 구성 요소가 null입니다.,字段“{0}”的组件为空。,El componente del campo '{0}' es nulo.,Die Komponente für das Feld „{0}“ ist null.,Le composant du champ '{0}' est nul.
log_script_generator_component_assigned,Assigned component {0} to field {1}.,コンポーネント {0} をフィールド {1} に割り当てました。,컴포넌트 {0}을(를) {1} 필드에 할당했습니다.,将组件 {0} 分配给字段 {1}。,Componente asignado {0} al campo {1}.,Komponente {0} dem Feld {1} zugewiesen.,Composant attribué {0} au champ {1}.
log_script_generator_gameobject_assigned,Assigned GameObject {0} to field {1}.,ゲームオブジェクト {0} をフィールド {1} に割り当てました。,GameObject {0}을(를) {1} 필드에 할당했습니다.,将游戏对象 {0} 分配给字段 {1}。,Se asignó GameObject {0} al campo {1}.,GameObject {0} dem Feld {1} zugewiesen.,Attribué GameObject {0} au champ {1}.
log_script_generator_field_type_unsupported,Unsupported field type {0} for field {1}.,フィールドタイプ {0} はフィールド {1} ではサポートされていません。,필드 유형 {0}은(는) {1} 필드에서 지원되지 않습니다.,字段类型 {0} 不受字段 {1} 支持。,Tipo de campo no admitido {0} para el campo {1}.,Nicht unterstützter Feldtyp {0} für Feld {1}.,Type de champ {0} non pris en charge pour le champ {1}.
log_script_generator_assembly_load_failed,Failed to load Assembly-CSharp.,Assembly-CSharp のロードに失敗しました。,Assembly-CSharp를 로드하지 못했습니다.,无法加载 Assembly-CSharp。,No se pudo cargar Assembly-CSharp.,Assembly-CSharp konnte nicht geladen werden.,Échec du chargement de Assembly-CSharp.
log_script_generator_unexpected_error,Unexpected error: {0},予期しないエラー: {0},예상치 못한 오류: {0},意外错误：{0},Error inesperado: {0},Unerwarteter Fehler: {0},Erreur inattendue : {0}
common_button_create_group,Create Group,グループを作成,그룹 만들기,创建组,Crear grupo,Gruppe erstellen,Créer un groupe
label_raw_image_settings,RAW IMAGE SETTINGS,RAW 画像設定,RAW 이미지 설정,RAW 图像设置,AJUSTES DE IMÁGENES RAW,RAW-BILDEINSTELLUNGEN,PARAMÈTRES D’IMAGE RAW
tooltip_sequential_import,Imports frames one by one to minimize memory spikes and keep progress predictable.,フレームを 1 つずつインポートしてメモリ使用量のスパイクを抑え、進行状況を予測しやすくします。,프레임을 한 번에 하나씩 가져와 메모리 사용량 급증을 줄이고 진행 상황을 예측 가능하게 유지합니다.,逐个导入画框，可降低内存峰值并保持可预测的进度。,Importa los fotogramas uno a uno para minimizar los picos de memoria y mantener un progreso predecible.,"Importiert die Frames nacheinander, um Speicherspitzen zu minimieren und den Fortschritt berechenbar zu halten.",Importe les images une par une afin de limiter les pics de mémoire et de garder une progression prévisible.
